Timestamp,Num_of_Apps,Total_Users,Avg_Breakdowns,Avg_Response_Time,Avg_Errors,Avg_Uptime,Issue,Deployment_Freq,Success_Rate,Environment
21-05-2024 10:29,7,331,5,17,9,0.454120473,critical,360,0.654932679,Environment 112
16-05-2024 12:51,15,332,7,8,19,0.77881886,critical,471,0.873994545,Environment 59
11-05-2024 19:04,17,314,7,21,15,0.854254099,Medium,226,0.576385877,Environment 117
21-05-2024 02:19,18,238,0,43,2,0.762825817,low,368,0.80177329,Environment 43
14-05-2024 00:00,16,151,1,9,2,0.79406445,critical,207,0.828510144,Environment 44
13-05-2024 09:30,11,163,5,41,4,0.585066101,critical,127,0.626103117,Environment 53
13-05-2024 05:25,10,132,6,49,3,0.338794196,critical,153,0.576790663,Environment 51
17-05-2024 02:22,9,192,2,29,14,0.910534263,critical,76,0.647108435,Environment 78
20-05-2024 13:59,20,260,4,12,11,0.894935277,low,268,0.809617067,Environment 6
19-05-2024 19:39,6,386,6,11,3,0.735561309,critical,398,0.820760483,Environment 46
11-05-2024 23:12,7,444,1,20,1,0.756029372,low,144,0.690650829,Environment 112
21-05-2024 00:41,15,499,2,1,2,0.873723353,Medium,280,0.607993801,Environment 79
18-05-2024 04:28,15,401,10,25,19,0.647597505,Medium,190,0.713217627,Environment 107
17-05-2024 10:44,17,328,7,1,10,0.739706705,low,257,0.883492063,Environment 120
20-05-2024 21:23,15,483,8,17,15,0.769234274,Medium,50,0.585174303,Environment 18
13-05-2024 08:20,5,274,1,9,10,0.91988973,low,82,0.612881638,Environment 66
14-05-2024 22:00,19,103,3,24,17,0.382580202,critical,403,0.90344569,Environment 8
14-05-2024 07:28,8,292,0,27,10,0.689249735,Medium,344,0.51138778,Environment 107
18-05-2024 20:03,17,240,7,21,2,0.78947345,Medium,392,0.809617174,Environment 114
18-05-2024 20:04,16,438,7,7,11,0.584818802,low,367,0.60071769,Environment 26
13-05-2024 18:00,9,366,5,16,2,0.441716515,Medium,250,0.905728147,Environment 41
16-05-2024 02:02,13,139,0,6,17,0.45025164,low,446,0.790694123,Environment 119
20-05-2024 19:29,13,262,5,24,19,0.668606081,Medium,190,0.552762977,Environment 27
11-05-2024 22:22,15,457,5,20,19,0.407511233,critical,51,0.575057207,Environment 118
21-05-2024 14:41,7,346,10,40,13,0.907346077,Medium,143,0.826361515,Environment 43
16-05-2024 23:36,20,232,0,9,0,0.61774197,Medium,47,0.611775063,Environment 79
12-05-2024 18:35,13,123,4,7,17,0.913488791,Medium,165,0.646715816,Environment 61
15-05-2024 08:34,11,224,4,49,3,0.568105577,low,85,0.880970517,Environment 25
15-05-2024 09:27,13,280,5,11,4,0.71163102,low,72,0.57543101,Environment 49
20-05-2024 02:21,11,164,2,50,5,0.366955911,critical,429,0.677413879,Environment 54
12-05-2024 09:37,15,330,1,39,6,0.906841867,low,399,0.555243804,Environment 80
16-05-2024 14:48,18,298,3,50,4,0.309484693,low,296,0.602288395,Environment 107
13-05-2024 05:05,13,238,9,36,15,0.670552283,Medium,173,0.519144507,Environment 106
21-05-2024 12:46,8,308,1,50,3,0.512725111,Medium,499,0.58839021,Environment 63
16-05-2024 18:13,18,394,0,21,10,0.430209512,critical,216,0.505473563,Environment 13
12-05-2024 02:49,7,482,1,7,16,0.415440343,low,306,0.59752029,Environment 41
18-05-2024 06:43,18,397,10,29,12,0.396602273,Medium,495,0.808682738,Environment 46
14-05-2024 21:19,5,492,8,2,1,0.453109073,critical,468,0.70226457,Environment 107
17-05-2024 23:56,17,161,7,10,4,0.858033105,Medium,436,0.931303324,Environment 12
20-05-2024 08:35,16,456,7,38,8,0.896452479,critical,107,0.837492451,Environment 4
19-05-2024 20:03,6,445,5,47,19,0.713559183,critical,83,0.769840781,Environment 89
21-05-2024 04:03,14,272,0,11,18,0.550220699,critical,179,0.923545537,Environment 106
13-05-2024 22:37,6,114,9,8,3,0.877102786,Medium,232,0.700113904,Environment 19
15-05-2024 08:45,20,321,7,38,13,0.597719957,critical,41,0.602631181,Environment 28
13-05-2024 22:59,9,329,8,49,9,0.429569663,Medium,464,0.556435471,Environment 81
16-05-2024 22:30,11,167,5,32,12,0.855439681,Medium,487,0.921189501,Environment 50
19-05-2024 11:42,10,450,10,50,12,0.37135322,Medium,133,0.61234089,Environment 71
15-05-2024 10:10,18,362,9,35,17,0.374614347,low,407,0.588564139,Environment 41
15-05-2024 02:38,5,320,8,15,6,0.505962521,Medium,469,0.529005401,Environment 60
18-05-2024 15:34,13,419,2,14,3,0.472567465,Medium,492,0.575504242,Environment 71
14-05-2024 07:44,7,487,4,9,19,0.453710175,critical,54,0.533710739,Environment 12
15-05-2024 11:11,12,388,4,37,20,0.825178395,Medium,170,0.831194503,Environment 42
12-05-2024 16:08,12,447,4,37,12,0.527142159,low,303,0.531809879,Environment 104
15-05-2024 09:04,16,439,4,45,7,0.425865924,low,115,0.786940471,Environment 20
14-05-2024 05:38,14,353,5,35,0,0.832360156,low,224,0.73268745,Environment 71
16-05-2024 08:44,17,209,0,32,14,0.752594674,critical,151,0.596390068,Environment 24
17-05-2024 01:01,12,448,2,39,18,0.433615191,critical,212,0.580201933,Environment 28
20-05-2024 11:00,6,450,5,12,4,0.666684996,Medium,42,0.601353826,Environment 105
16-05-2024 20:14,9,261,0,23,10,0.364282136,Medium,457,0.793138584,Environment 92
20-05-2024 09:41,18,216,1,37,7,0.920858363,Medium,249,0.7511096,Environment 111
12-05-2024 11:57,11,336,2,45,20,0.509026864,Medium,487,0.645723668,Environment 105
21-05-2024 00:00,9,335,6,18,5,0.881048644,Medium,60,0.874321857,Environment 27
14-05-2024 21:24,13,282,6,2,0,0.74436886,critical,458,0.837878653,Environment 106
19-05-2024 05:13,15,303,8,25,16,0.388038696,Medium,191,0.704169992,Environment 25
15-05-2024 01:28,7,471,5,2,8,0.786011755,low,413,0.879984716,Environment 28
20-05-2024 14:05,9,318,7,36,3,0.598282222,low,272,0.677086402,Environment 27
20-05-2024 19:08,19,135,9,26,5,0.334408497,low,197,0.566750099,Environment 93
17-05-2024 22:12,6,435,10,28,20,0.845185811,low,435,0.686090859,Environment 82
19-05-2024 21:02,8,440,0,36,1,0.811976604,Medium,406,0.554604506,Environment 77
16-05-2024 19:16,17,101,7,12,5,0.716430846,low,273,0.797401253,Environment 84
17-05-2024 10:40,20,173,10,30,3,0.72292031,critical,263,0.519207832,Environment 36
13-05-2024 10:32,16,375,1,3,14,0.687500807,low,121,0.863396489,Environment 88
18-05-2024 02:46,13,102,7,33,12,0.357226055,low,243,0.653991108,Environment 27
20-05-2024 21:59,8,217,2,28,7,0.567775694,low,262,0.642545768,Environment 51
16-05-2024 00:20,17,271,2,10,2,0.768981412,low,109,0.870319437,Environment 34
11-05-2024 21:02,10,301,7,47,14,0.848444295,Medium,263,0.878340238,Environment 80
18-05-2024 14:08,13,132,8,36,3,0.60444911,critical,451,0.524012731,Environment 60
14-05-2024 14:28,18,174,1,4,8,0.578634568,critical,464,0.78298636,Environment 30
13-05-2024 03:02,9,480,10,49,20,0.818547194,low,200,0.599695862,Environment 63
17-05-2024 07:46,5,130,8,8,14,0.748896192,Medium,73,0.865519105,Environment 7
18-05-2024 03:38,7,241,3,48,18,0.863181211,critical,258,0.598964382,Environment 52
18-05-2024 20:09,16,119,6,15,18,0.698907191,low,92,0.668672422,Environment 77
12-05-2024 20:53,18,485,1,27,4,0.775009305,low,430,0.828671428,Environment 78
15-05-2024 19:32,14,256,5,10,4,0.829653508,critical,170,0.923236942,Environment 9
18-05-2024 19:29,20,427,2,23,17,0.713022487,critical,90,0.836426606,Environment 6
17-05-2024 11:01,16,388,7,9,10,0.45141663,critical,87,0.729983965,Environment 78
15-05-2024 21:30,7,434,7,10,7,0.592890685,critical,309,0.677093692,Environment 100
18-05-2024 00:11,17,478,1,29,16,0.452214213,Medium,126,0.824445153,Environment 103
15-05-2024 10:55,13,441,9,2,9,0.844816154,Medium,354,0.923426973,Environment 74
18-05-2024 17:18,8,381,8,31,2,0.399235723,critical,370,0.847570544,Environment 80
14-05-2024 18:04,11,110,6,49,5,0.420665282,low,346,0.583233531,Environment 65
15-05-2024 22:38,18,454,1,40,2,0.815909585,Medium,306,0.735565429,Environment 59
13-05-2024 00:54,10,453,2,23,5,0.539468044,Medium,334,0.83532993,Environment 90
14-05-2024 05:20,18,110,2,18,9,0.732356977,low,232,0.939250681,Environment 24
11-05-2024 15:46,16,108,3,31,7,0.943466295,critical,229,0.792923379,Environment 19
19-05-2024 11:56,7,420,5,20,5,0.811402678,critical,500,0.751470426,Environment 42
16-05-2024 01:20,11,286,5,35,19,0.394232057,low,206,0.502495539,Environment 11
14-05-2024 15:40,17,192,8,27,16,0.340406499,critical,277,0.676304793,Environment 95
13-05-2024 13:23,14,397,4,2,7,0.345695615,low,150,0.944142131,Environment 90
16-05-2024 16:30,6,150,5,23,1,0.418473249,Medium,310,0.882019226,Environment 32
15-05-2024 02:50,5,467,10,6,2,0.639815348,low,395,0.91129271,Environment 116
14-05-2024 15:25,14,176,0,19,3,0.710415,Medium,441,0.590919542,Environment 32
18-05-2024 08:54,6,310,5,45,13,0.761590809,critical,199,0.825545108,Environment 65
16-05-2024 18:18,11,361,4,46,15,0.600191058,critical,391,0.797931165,Environment 47
20-05-2024 16:30,13,499,5,9,19,0.514983888,Medium,451,0.614960476,Environment 33
18-05-2024 14:50,15,235,3,27,15,0.624094915,critical,486,0.913964866,Environment 38
12-05-2024 19:58,8,296,2,23,2,0.505690823,Medium,254,0.855528949,Environment 95
19-05-2024 20:02,12,134,8,21,10,0.6735925,low,467,0.89503097,Environment 69
13-05-2024 07:51,11,167,0,35,18,0.549316994,critical,75,0.747904948,Environment 50
16-05-2024 08:50,20,310,7,16,18,0.732380772,low,299,0.909514325,Environment 4
17-05-2024 07:58,10,223,4,48,2,0.561903068,low,187,0.621977636,Environment 70
12-05-2024 08:46,11,283,5,31,11,0.398476607,low,346,0.898759757,Environment 64
15-05-2024 14:31,10,275,1,4,11,0.836510911,Medium,268,0.853649825,Environment 43
18-05-2024 13:06,10,187,6,29,4,0.507769485,Medium,462,0.898737096,Environment 83
19-05-2024 18:21,7,137,8,23,20,0.85051745,Medium,209,0.516061728,Environment 61
14-05-2024 12:20,9,157,0,19,6,0.715414015,critical,318,0.537492897,Environment 59
16-05-2024 19:20,17,182,8,30,6,0.392737241,Medium,100,0.606329807,Environment 70
21-05-2024 10:55,8,158,2,18,17,0.842675034,critical,283,0.90282912,Environment 12
13-05-2024 10:46,5,398,1,44,10,0.659957558,Medium,283,0.834841096,Environment 78
15-05-2024 21:11,9,333,2,7,5,0.790436804,critical,191,0.751831691,Environment 72
16-05-2024 11:24,19,414,0,50,18,0.304340264,low,71,0.860213595,Environment 104
19-05-2024 15:55,13,337,4,48,5,0.62544314,low,382,0.888433974,Environment 61
12-05-2024 15:15,13,263,3,47,18,0.585443432,critical,122,0.865411164,Environment 65
13-05-2024 22:57,20,251,10,41,10,0.397082129,critical,357,0.678640223,Environment 108
13-05-2024 02:05,16,203,3,17,13,0.837157974,low,113,0.854527691,Environment 43
20-05-2024 18:41,19,152,4,1,19,0.939346217,low,262,0.874619483,Environment 48
18-05-2024 17:13,8,328,2,42,11,0.503446319,critical,298,0.87574946,Environment 109
20-05-2024 10:14,7,204,9,46,8,0.430251052,low,222,0.850105092,Environment 35
12-05-2024 16:44,16,275,0,25,13,0.806598219,low,451,0.921524037,Environment 72
17-05-2024 22:42,8,153,9,7,17,0.538790682,low,283,0.776826769,Environment 44
13-05-2024 05:45,19,320,9,10,13,0.750257407,critical,261,0.836436539,Environment 57
15-05-2024 12:36,11,105,1,13,20,0.566729614,low,294,0.934893175,Environment 88
12-05-2024 04:06,6,146,3,20,10,0.452388824,critical,414,0.888984423,Environment 97
14-05-2024 13:32,20,174,10,6,12,0.305077461,Medium,384,0.86156773,Environment 59
17-05-2024 16:38,17,105,5,4,13,0.736794399,low,321,0.836766619,Environment 77
15-05-2024 13:38,14,204,2,34,2,0.627478344,critical,217,0.689610175,Environment 18
