Organisation,Environment,Project,Repo_Name,Action,Commit ID,Commit Timestamp,Developer ID,Lines Added/Deleted,PR ID,PR Status,Pipeline ID,Pipeline Status,Pipeline Duration,Pipeline Start Timestamp,Pipeline End Timestamp,Deployment ID,Deployment Timestamp
Supply Chain,Prod,Project2,Repo3,Merge,aff20bd1-87a2-4f15-ab7a-fedf8655626a,2022-11-21 21:04:46,a50fbc1b-0927-486a-9726-d38e22110c7b,777,e549d16b-6153-4e49-958b-0521017dbd54,Closed,2759573e-acdc-4451-9afd-efe7e47d06cb,failure,23,2023-07-31 15:36:52,2023-07-31 15:59:52,f8da2b31-f7cb-4653-b8b1-6c71653895f4,2024-01-18 15:47:28
Supply Chain,Stag,Project3,Repo2,Merge,73d8c9de-0522-4a09-bbbe-cf5bdbc8a325,2022-11-03 19:02:19,ddcba951-91a7-4088-be74-4967fa145dd6,955,843208a8-132c-41e6-a4b1-486fd83421e3,Closed,7d66ff5d-4bd6-4437-a7b7-b6d542e34a45,success,81,2023-08-16 08:54:02,2023-08-16 10:15:02,cf0bd00e-1d57-4c5b-a56a-84c6f9025302,2023-06-25 16:44:10
Digital,Stag,Project2,Repo3,Merge,91507bae-24ad-4c70-b830-a6498e6b7380,2022-08-07 06:39:23,285e8e24-b438-4ae2-bcb1-a5550e8e6850,99,8d18e727-6289-442f-a4d6-6b616a49ce4e,Open,7860b8f4-48f5-424b-b474-4bcfafa79a38,success,26,2023-06-21 18:55:54,2023-06-21 19:21:54,bfa7d6e3-1ce6-4e36-bed9-377a2f44654a,2024-02-21 11:59:21
Supply Chain,Prod,Project3,Repo1,Merge,75c49a93-8f9a-4936-9900-4303062bd31e,2022-05-28 04:38:32,9b357d3b-4897-4eb1-9c5b-406c3194910b,7,c05901ce-03e2-4cf8-bd96-51f558163fa4,Closed,575e67fc-6b04-40d3-ba55-88eeab7c0461,failure,34,2024-05-13 08:21:03,2024-05-13 08:55:03,a1e927e8-c309-4b7f-8c61-ef8f00e27b34,2024-03-13 17:31:57
Digital,Dev,Project2,Repo3,Merge,a8e73311-2b57-46ac-b89c-a5df03f13f7c,2023-11-27 23:46:11,9d1638db-2bf5-47a9-a111-2f4c2b1e60c1,642,a7dbea66-f6fc-474a-805a-7c29f45f4610,Open,6b6aeed1-5c43-4a8e-abbe-51818df7faa0,success,85,2023-07-04 20:52:20,2023-07-04 22:17:20,984acf94-5af0-4eb3-85d6-afb887f040d6,2024-04-22 12:00:38
Supply Chain,Stag,Project1,Repo4,Merge,b9ee35b6-cc12-41e8-a91b-718929bc8036,2024-05-11 02:28:56,987d6610-0a51-44cd-8891-a540ef2a3f1d,931,26f8c56f-716e-428e-8ffa-0850b6251e98,Merged,71277061-0954-4079-8583-0125986e711c,success,26,2024-03-25 02:37:57,2024-03-25 03:03:57,737d9b2b-1002-4f3c-ae32-31011d6512e4,2023-12-06 22:07:42
Tech,Stag,Project1,Repo1,Merge,5d595b17-09af-4e29-aaf2-7324146c636c,2022-09-09 15:00:23,9d1638db-2bf5-47a9-a111-2f4c2b1e60c1,51,d4be58fd-ae88-4e83-a89b-0d5e6918e847,Closed,bc81adb5-6f48-4191-b6fe-55769ea2df6a,success,6,2024-05-20 23:48:06,2024-05-20 23:54:06,c8cfcc17-dbdd-4dec-9c5e-d33fc436caeb,2024-03-27 20:35:16
Supply Chain,Stag,Project3,Repo5,Push,4a423af1-cc31-4e02-9605-6beed130a68f,2022-06-15 09:04:21,a0054424-faca-4534-a38e-fa12ff4b1be4,727,22897f2f-a624-48e8-8ca0-0031b9856355,Closed,fef510ff-1f0a-40e7-b5bd-98e7e415babe,failure,104,2023-06-13 02:26:50,2023-06-13 04:10:50,10119516-1ad7-455e-9c40-8c178b7fbc51,2023-06-28 06:15:05
Digital,Stag,Project1,Repo1,Push,f3c8b951-c4f1-4449-8cef-ff0a06d3c409,2022-11-25 20:50:17,95023ece-b0f6-4372-86a3-9529f58dce6e,583,85c86689-e73d-465d-93d6-3effaba7bf90,Open,97f4179e-48fc-4203-a5d3-96a6e4029c65,failure,4,2024-02-16 01:44:52,2024-02-16 01:48:52,7ba805b1-5006-4dd4-9d61-df67fe292bcc,2023-12-20 16:31:55
Digital,Stag,Project3,Repo2,Push,55b8a5e8-60b2-44e0-99ea-b874e8b6647b,2023-06-03 08:15:46,711d83a7-cd5f-4201-825d-774583154615,971,99896496-2b6f-4064-8384-438e7f65342a,Closed,60249ca9-b0c5-4176-9066-e0b1256cd5ca,success,15,2023-10-26 13:26:50,2023-10-26 13:41:50,a3d8d632-9314-4929-a780-fe57a661983d,2024-03-20 23:23:24
Supply Chain,Prod,Project1,Repo3,Merge,5549b397-96ce-43b7-a312-fdd5c41b2c9a,2024-03-20 12:16:21,c6306e4d-1994-4b8c-af92-5dc68e111610,224,705296a3-1c59-40d0-925b-758093bbb6b3,Merged,2c61b16d-3e8a-46b5-a8be-670e1bf1b1a0,failure,12,2024-01-06 04:58:23,2024-01-06 05:10:23,7e8bc3a2-44cd-4dc9-b4fd-56864fa3385b,2024-01-05 14:57:23
Digital,Prod,Project3,Repo3,Merge,45627076-f863-44a5-9a62-e3f1b64fe4bf,2023-07-03 01:40:37,748da52d-1d41-4a6a-bbc9-d4ad449fce98,436,e61b4814-67a8-45c9-9c0b-c99ce224f3f4,Open,509503b3-a33f-43be-8e52-e3ce09338dde,failure,46,2024-03-26 13:39:43,2024-03-26 14:25:43,00c9f43d-6ae6-4ad1-a6c1-f11b87512ae7,2023-07-05 17:55:28
Tech,Dev,Project3,Repo2,Push,b37d638a-0b3a-4e61-bef3-0854c126193a,2022-07-23 12:20:57,894c33ef-60e8-4211-8a40-cacdf8b97a84,558,66735e12-ec41-4b96-a85c-028c2e0ab591,Open,6e838376-152e-4140-b0d4-d1d7f58d4b6b,success,45,2024-05-02 19:00:06,2024-05-02 19:45:06,5c373b4c-8138-455a-9400-1a4e42f83cdf,2024-01-26 10:02:39
Digital,Dev,Project2,Repo5,Push,a9252ca7-c800-497b-9a6a-85ee53bdfa4e,2023-09-21 01:24:47,0f180088-7931-4a4e-bf65-0d69be5f17b8,653,2c03258b-7b11-4d45-b7ca-c7c6e89776f4,Closed,1eb017fe-e41a-45a7-8809-6e3e68e5312e,success,53,2023-12-01 20:35:33,2023-12-01 21:28:33,749f78d9-3d98-4220-8f98-0c6b3f90e942,2024-04-19 16:22:57
Supply Chain,Prod,Project1,Repo1,Merge,7d2913c3-b37b-4821-ac80-34de87487a10,2023-07-15 21:53:33,179bc68b-508f-4913-9830-73da4dca0b6f,850,017f2296-85ff-41fa-a030-d85d0284acf2,Closed,7cfef341-fcb9-4139-a505-6e85ef86e7cf,failure,55,2024-03-25 18:38:52,2024-03-25 19:33:52,2a0d70e0-0806-49db-98f0-20465ea2c159,2024-04-24 01:58:47
Tech,Dev,Project2,Repo2,Merge,6591cbdd-7990-4d2b-93f1-e9de41c41246,2022-07-07 04:54:28,43b7c551-2093-4b73-a7f5-a0a0f5504928,816,9e3e9ef4-5bad-497f-8942-bf93a4b72574,Merged,6d7c5b41-3f89-4dfc-a515-999f83abe24a,success,8,2024-04-19 16:24:47,2024-04-19 16:32:47,37b19b1b-6cc1-4aff-ad7a-fcdf5e74a810,2024-03-26 02:17:46
Digital,Prod,Project1,Repo2,Push,f338b775-abc6-4b9a-b6fe-8e15d09a1ec9,2022-09-09 21:04:29,2baa905e-2e7a-4d04-8ef2-b3867d2ec5b6,325,cdf1cd04-474b-44d3-aa18-8a20b4412cac,Closed,fb66a15b-5f79-480b-bd66-cda1c420b436,success,2,2024-05-03 20:11:36,2024-05-03 20:13:36,c059d6c2-a0b3-48b5-8d18-32a7588ab591,2023-05-28 09:54:54
Supply Chain,Dev,Project2,Repo3,Push,71ded04e-9204-4461-a392-cf268518d054,2023-07-17 03:38:19,9b357d3b-4897-4eb1-9c5b-406c3194910b,98,d00c037d-5ac9-4b35-a526-fea292b57cde,Closed,d20325d5-c694-430a-aa35-bb2e963f3f0d,success,75,2023-08-26 05:33:42,2023-08-26 06:48:42,eeb0ae91-ca1f-47bd-8845-e59f1e581243,2023-07-18 17:24:27
Tech,Stag,Project2,Repo3,Merge,d7981c29-4a20-4bc4-ad8e-0a6cead7e30a,2024-01-27 11:59:07,ca7433ef-e02b-47e4-93c1-8481d998476d,737,68a60421-f0b2-4459-8446-b768053d3946,Merged,26a70e46-065c-4015-8dc4-628bd7a65da7,failure,89,2023-11-21 00:19:11,2023-11-21 01:48:11,60fdcb1a-c24f-42eb-9c0e-fab0d0ff8208,2023-12-08 19:27:54
Tech,Prod,Project2,Repo4,Push,1388f68a-7aae-4c30-a075-dec8dc2ee93e,2022-12-31 16:50:38,cb453c44-080a-4939-b4b6-5115c3303994,981,38af5f8a-fc87-4a0e-9b6e-da0e314770bf,Merged,10c3e2f1-4343-40f6-8a3a-5e3a71c6c2f7,success,58,2023-08-05 08:45:58,2023-08-05 09:43:58,3fdcbd1c-13ca-492f-8b14-58abfc6b9b48,2023-06-11 23:21:29
Supply Chain,Prod,Project1,Repo1,Merge,d0db0173-b425-4976-8797-d7d1ea2a83f5,2023-08-30 21:58:26,b8a36d28-1740-4850-bd29-2f085c0f3257,391,310e492f-147c-45e4-8fbf-19e3cc859b0e,Open,7e026143-97e0-43b1-ba59-7288a338ef71,failure,15,2024-01-31 15:06:48,2024-01-31 15:21:48,2de2a7da-0e34-4ff1-a02a-84f36c363294,2024-01-15 01:36:51
Tech,Stag,Project2,Repo2,Push,d12e8c49-e0c4-462d-803a-5318435c018a,2024-05-07 22:44:56,d154bbf7-c2a2-4342-a808-858207902f41,460,46f2c5c7-a685-459d-895d-4b3713c5afc5,Closed,9a8f52da-f64a-47a2-abe4-e1dce562df6d,success,116,2023-10-06 04:01:21,2023-10-06 05:57:21,bfdda39d-1649-44aa-bf10-585d4a6d75a3,2023-12-28 04:52:01
Digital,Prod,Project3,Repo2,Merge,19f3ed3e-4e83-4615-91ae-c6e213f9f6f9,2024-04-15 06:25:02,c4b1b7d4-6304-469d-bb91-797450925ff1,96,a07e3419-e983-4534-a1a5-5d5b47706a2f,Open,2cf25201-de9f-4c76-b856-f4eef884b8cc,success,68,2023-08-26 22:24:25,2023-08-26 23:32:25,f18c6eb6-5801-450a-92c5-3798c1933fd8,2024-02-09 13:19:13
Tech,Prod,Project2,Repo5,Push,11fd5992-6425-432e-98dc-dd60923f0ee6,2024-05-20 01:58:59,fe2a3d7e-789f-4bfa-85f9-53a609702aea,379,58f50fbb-5d12-4138-b78e-9d0157e308d5,Open,b8977869-1a10-4739-baf9-6aa98e0ed40e,failure,37,2024-01-25 22:18:21,2024-01-25 22:55:21,cd0535cc-e189-4c91-a286-174f93c83054,2023-11-05 15:29:07
Tech,Dev,Project3,Repo2,Push,dffcce0e-1d7b-4049-b1cc-bbb980f3d5bc,2023-12-17 07:13:46,38a26041-4000-4951-98f6-c8c5cef9a366,982,69345a41-bff8-4802-888a-3b1739d96d30,Open,ae227907-312b-418a-bc2d-0ae219b5c4bc,failure,25,2023-06-01 09:23:54,2023-06-01 09:48:54,ea89b9e0-8708-4344-bbc8-9b7afe1f0e8d,2023-08-08 12:23:56
Digital,Dev,Project1,Repo1,Push,f7a2302f-6c9d-4c92-b6e3-2c461869e728,2023-03-18 21:16:32,e5e34302-4eb9-4268-ac1e-3a15e11d0904,2,ff0a694e-e7b7-4d54-88fb-3133124abe20,Open,053c72da-13c7-4ac7-9890-12d9a1cb3316,success,38,2024-04-23 00:00:20,2024-04-23 00:38:20,095a11f4-6a16-47e8-9e85-f58f5d69d669,2024-01-11 00:05:32
Digital,Dev,Project2,Repo1,Merge,0c643ec3-cae9-4184-a332-c4582650647d,2022-09-30 18:31:59,a5a22edd-7a5a-4d09-964f-6cd86d8c02f4,744,104ce2af-f5b9-450e-accd-696e147cf3ab,Open,5a5611b8-ece2-453d-bef2-e5d0ffc653ce,failure,112,2024-01-02 01:43:39,2024-01-02 03:35:39,e710427b-929e-48b2-b3d1-a06ce039560a,2023-09-19 07:00:54
Supply Chain,Prod,Project2,Repo1,Merge,e8f37f2e-2456-4e91-8498-b666dc510a60,2022-10-09 01:09:06,1ff3ffdd-4865-4d11-85c8-60be295107d4,951,1e2546b4-2643-4fe1-9d28-8aa5071314c3,Open,9ba91cd3-171b-4c00-8430-9f6a6c511fcd,failure,86,2024-03-14 14:10:52,2024-03-14 15:36:52,ae3f11d4-0804-412d-8404-ca34dc81b779,2023-08-09 21:52:57
Tech,Stag,Project2,Repo3,Merge,176c3a3d-a768-406a-b341-8a51de542586,2023-03-25 18:18:35,78bd80c8-36f3-4e24-9887-812364095d84,375,eebdf5fb-b5c6-4b3d-b913-4a79b5e47581,Closed,446e26c3-7b12-4d29-bea9-07128832a665,success,55,2023-10-05 03:25:34,2023-10-05 04:20:34,b600df85-229b-4a6a-a642-104436d36952,2024-03-10 23:09:49
Supply Chain,Stag,Project2,Repo4,Push,437788c5-a044-4740-8c11-e67401cfb3ea,2023-12-08 07:51:02,9d1638db-2bf5-47a9-a111-2f4c2b1e60c1,306,705e2a0d-897c-4e73-bfc3-ed3871f040c2,Open,d4fc7fef-5624-4ae8-aea2-48330c147664,failure,107,2024-03-08 23:02:16,2024-03-09 00:49:16,6834f527-f365-4b10-b982-203977db6619,2023-10-28 12:28:29
Tech,Prod,Project1,Repo2,Push,2ccac14d-e23e-4aaf-959d-fa3a175b1969,2023-10-01 02:48:40,a3ab7c91-d513-4121-9d4c-9291c3c2d51a,65,910303c1-e505-43b3-9ad7-b0cb09b17c8f,Open,64161a67-61f2-4493-8b9b-beb35a29c9c7,failure,28,2023-09-02 01:43:53,2023-09-02 02:11:53,33ed1504-fb19-47df-8485-1279c41bbb59,2024-01-24 21:58:39
Digital,Stag,Project2,Repo4,Merge,e336acb5-177c-4b18-be24-98e59791d373,2024-04-21 22:15:49,c4b1b7d4-6304-469d-bb91-797450925ff1,691,2b814560-da30-4270-ba4b-74d9c15d856b,Open,5cb0635a-69a0-400c-bfe1-f7892ad8f538,failure,22,2023-06-24 03:51:01,2023-06-24 04:13:01,62c3e793-6da1-42cd-b027-1f26ac4f333b,2023-12-19 23:55:57
Tech,Prod,Project1,Repo1,Push,57ec5c13-55b5-4208-bc3d-912c1dc9abf7,2023-10-24 08:32:15,2baa905e-2e7a-4d04-8ef2-b3867d2ec5b6,882,ed042cc4-d877-4c2b-9fde-b841473a3d65,Merged,c25cf5bd-0fcb-487c-9323-4f11ffca6847,success,32,2023-06-12 09:19:11,2023-06-12 09:51:11,5b5a66bb-4b0e-483d-a15a-d9572ab1cd02,2023-12-12 02:05:18
Digital,Stag,Project1,Repo3,Merge,bac2a71c-1a9f-46e0-b70f-fc2a2237f2b2,2023-10-19 16:17:33,6d953a22-5fcb-4e11-bd5c-20cdd2b40397,214,c89ab7e2-2bbb-493c-8319-db9c8a4e9dab,Merged,b6027b65-4e0b-49fb-aca0-ac83e7b187f7,success,60,2023-11-15 09:59:25,2023-11-15 10:59:25,b42ac9d0-1fec-4eb4-b202-59ce11212f1c,2024-05-23 16:29:44
Digital,Dev,Project1,Repo4,Push,92e39feb-c310-4b71-b4bc-f5b4906e6b12,2023-03-19 15:52:39,b36df121-c574-4e61-a21d-5a0a92669292,554,6cff6914-337a-4b86-8f35-a5e0deed7e12,Open,50584128-d650-4599-9cb0-6df2d6841558,failure,65,2023-07-31 12:15:51,2023-07-31 13:20:51,ce2ffc53-6fef-40b8-aa7a-1b515ba59b52,2023-10-12 23:06:21
Digital,Stag,Project2,Repo5,Merge,5e8e5d93-c24b-4058-9e25-79fb564ecd5e,2023-11-20 12:48:27,52b9c7b6-2d4c-4d8e-aa42-b5fe58dc02ca,217,ff97a46b-c398-4fa9-ab79-7b02ac91d253,Open,af9f9a5b-a53b-461a-b43b-928c2ac55c37,success,29,2023-08-26 16:22:40,2023-08-26 16:51:40,c1ad3a16-0e8d-45f2-a360-a4466cce1708,2024-02-26 06:08:13
Digital,Dev,Project1,Repo5,Merge,5d0e5336-f4e5-4cc5-b3ae-30090ebe8b62,2024-03-14 09:25:24,ee8cdc31-031a-4042-8499-3a4135a4dcfa,693,e7724aaf-a176-4f14-a297-ef08bcc724b6,Merged,d0f461e9-6b7b-4152-9a39-779280bd6e10,success,80,2024-01-08 05:55:25,2024-01-08 07:15:25,2afa42f2-0f77-4983-a05a-9bd5cef0ee33,2024-02-02 17:38:24
Tech,Stag,Project2,Repo3,Push,5d70b32a-6ece-4f00-9777-865e912ad8de,2023-05-20 04:40:20,52b9c7b6-2d4c-4d8e-aa42-b5fe58dc02ca,617,5cdc15ce-1f2c-4d51-9983-b7b239f7dbe6,Open,45c32a53-5b4a-4719-8db2-1c7df180cc3d,success,59,2024-02-22 18:56:02,2024-02-22 19:55:02,8ba60543-9cf3-4768-be76-40ae74fde08e,2024-04-16 03:36:36
Tech,Stag,Project2,Repo3,Push,82ef78fd-7fb0-4a5b-9fe8-ace8c27cd4fc,2024-02-12 10:13:52,f8726fa7-cfd2-465b-9f4e-124c5014b9ec,877,572d1c1d-d6a8-4cc1-bbf7-3269706e49b0,Merged,3523fafe-cdaf-4c57-9d43-f0203b71fd5d,failure,11,2023-11-10 12:08:22,2023-11-10 12:19:22,d0ca45a7-051d-455e-9f75-f341746e885d,2023-07-22 05:35:09
Supply Chain,Stag,Project3,Repo4,Push,f0f18b13-165c-4fe2-a328-127801c31104,2024-05-21 15:24:56,21a39fbd-5bb3-4b96-8186-ebcc80c01c4e,196,e97159c4-7fb9-47d9-8005-080cf9919eff,Open,7c751b95-8428-4b1f-bec8-eec940c81e9c,success,6,2023-08-15 18:29:55,2023-08-15 18:35:55,d81aa908-897b-4af8-9e06-7dafffb2193d,2023-10-14 14:36:12
Tech,Dev,Project1,Repo4,Push,c6d173e9-7aca-4c82-b4d7-b8024b1771b3,2023-10-05 22:58:51,001e6493-1fe0-4b70-91d2-dbe26cf9ef66,240,c80d7f0c-4476-4b14-a84d-b1ddb25633a9,Open,b3f0bd4c-85a0-4cfc-b80f-a82de89541d2,success,105,2024-02-25 11:00:01,2024-02-25 12:45:01,2be047da-f92f-4bf3-81e7-5e2857996729,2024-01-21 23:28:58
Supply Chain,Dev,Project2,Repo4,Push,e7dc7680-2b6f-4a14-8983-e43ec6a5f6b4,2022-09-04 21:08:34,e0078d46-fd3a-4d71-bc01-b1e9f976f3ab,666,c2ef9589-fe58-4e17-b99b-4c9f71cf82ce,Merged,b7e00beb-bf77-449e-8158-5969c1c51d19,success,41,2023-08-03 06:52:35,2023-08-03 07:33:35,d7fb4349-19f6-4e78-be8d-35f31b80d7be,2023-08-10 09:22:55
Tech,Stag,Project2,Repo2,Merge,ab7b9674-19b4-4b69-a74a-b9b78c17193d,2023-12-07 21:08:23,b36df121-c574-4e61-a21d-5a0a92669292,953,e9a84a8e-d65a-4fd6-a35a-fe87fb51f524,Open,a5d727e1-1f68-4188-b137-cc9414a164b9,failure,81,2023-06-29 08:30:15,2023-06-29 09:51:15,ea7f8493-e788-4543-9525-d3169ee664c8,2023-10-07 13:04:46
Digital,Dev,Project2,Repo5,Merge,78063e35-b978-4b3e-9aeb-40a1facdbebc,2023-08-05 14:51:35,a1879ee5-80e4-4ac9-a0cc-992684709bef,411,3e74255e-77b8-4929-b8a0-5e5e7eb0db6b,Open,5a7521a0-e130-431d-8abb-9c17ac5560f2,failure,112,2023-12-22 21:17:10,2023-12-22 23:09:10,bab66a1f-98ff-441b-b6b8-4acd56ba468d,2023-10-24 14:46:54
Supply Chain,Dev,Project2,Repo4,Merge,6a50a86c-1345-4a72-93bf-9749a0923f8d,2022-08-01 11:54:35,f989f88e-fe44-4b3d-9517-d281859627ab,539,50702630-bd78-4809-916d-25d2f2cfb0c1,Closed,147472d3-aac7-4291-bf93-1d11eefc9468,success,120,2023-11-10 14:32:30,2023-11-10 16:32:30,24e73141-3690-4448-b13a-df797131497b,2023-06-09 00:27:33
Digital,Stag,Project3,Repo2,Merge,f413cf4a-d76f-4567-8de0-031b60d05ee7,2023-07-01 21:01:35,c4c2521e-7689-4244-8e94-7ca24e23933c,830,b51eba8a-f1e7-414e-b385-ec4ccd382b35,Open,04568a71-17ba-45dc-9105-80fc8e7a2293,success,120,2023-06-17 03:24:42,2023-06-17 05:24:42,601215c1-6310-4f10-a516-cd03685d3f4f,2023-06-29 18:55:51
Digital,Stag,Project2,Repo1,Push,e9e7d238-3802-4a97-a42b-30bd59f1437c,2022-09-12 15:56:53,894c33ef-60e8-4211-8a40-cacdf8b97a84,218,3c4e7e94-205f-4619-9a0e-23b3f0b906e1,Open,2ec8de9c-07d8-48ca-aa23-836fccc94d49,success,60,2023-12-24 06:30:38,2023-12-24 07:30:38,81252399-b506-46b5-b0b6-9a7aa249dd1e,2023-08-28 05:27:22
Supply Chain,Dev,Project2,Repo4,Push,a6d2aa9c-0d54-4d1a-a70e-184cf160be59,2023-09-24 15:34:32,4752adf5-1fcc-40a7-98c7-739c9b3ca196,5,c660793a-9ec2-48fc-bcdb-11497465333b,Merged,d0763dad-6044-423b-9e20-9aefe4eeae04,success,21,2024-02-20 17:52:46,2024-02-20 18:13:46,aff577f5-ffd4-42de-9860-8e093b51bd99,2023-06-02 12:08:40
Tech,Stag,Project3,Repo1,Push,362d34ef-38f6-4b3c-9572-b1efa24c1de0,2022-05-31 09:55:24,ee8cdc31-031a-4042-8499-3a4135a4dcfa,588,87fc6fe6-3c1a-407a-a2ef-ad73d4f88619,Open,0f61e86e-f15f-488d-92c5-889bc70b1cf7,success,79,2024-01-10 15:52:09,2024-01-10 17:11:09,07fda64f-6758-42b4-95ef-80e93e3a4984,2024-02-23 12:28:33
Digital,Prod,Project2,Repo3,Push,8f2ffaa9-ab7e-425d-bc86-515fee7dc586,2024-03-30 00:32:28,9b102616-661a-442c-a001-be1e8f39aa48,451,782d7f24-7686-4d29-a8f5-deae9cd1b9a2,Merged,04e3cb32-156b-46c3-bd33-1866cc911e8f,failure,55,2024-04-27 17:06:02,2024-04-27 18:01:02,3ac24fd2-47b6-4267-9cba-a07d19256908,2023-06-21 18:41:03
Supply Chain,Prod,Project3,Repo3,Merge,5f4b88a4-259c-4fb4-aff8-d4b6f9e44e9c,2022-12-23 18:00:32,a6116c21-8a2b-43f6-b769-7dcc5ea0071e,368,765281a1-5593-4748-bda3-b5917ddfe436,Merged,a22d3cfc-e2d1-44c7-94e7-1c71f79f6b4e,success,36,2024-01-15 16:14:54,2024-01-15 16:50:54,a9f8712b-5dc9-4124-b8c2-fa28df46fa00,2024-02-27 15:39:24
Tech,Dev,Project1,Repo2,Push,eebdfbed-724b-4bcf-881b-54469d434a48,2022-08-31 06:17:29,4d8c4bb4-1ae8-4a9b-8e56-6cc5627409cf,192,fc9947cf-2c7e-44e6-821e-be1c3a26edc3,Merged,17870c73-abad-4548-a202-0d32c6c57763,failure,22,2023-11-20 03:56:35,2023-11-20 04:18:35,a7b331bb-54ce-4d06-9e38-8da8ebc5f741,2023-11-18 08:38:57
