Organisation,Environment,Project,Repo_Name,Action,Commit ID,Commit Timestamp,Developer ID,Lines Added/Deleted,PR ID,PR Status,Pipeline ID,Pipeline Status,Pipeline Duration,Pipeline Start Timestamp,Pipeline End Timestamp,Deployment ID,Deployment Timestamp
Tech,Prod,Project1,Repo1,Merge,a67c9c64-71af-4254-ac4f-2ece97ff0567,2023-02-18 21:29:41,92b96d05-24f9-48ae-9b0f-4ed202fa0d5f,402,a24079dd-080e-4c63-838a-9b144cdc0546,Closed,6f4c3f0f-22bd-4b26-a0c9-9c39adb63c9f,failure,74,2023-08-12 08:25:41,2023-08-12 09:39:41,4e1d1e50-be51-4e2b-93e5-a61b4034f8d3,2023-12-27 00:35:42
Supply Chain,Dev,Project2,Repo4,Push,3f7d222f-981e-41c3-8c90-a552a66e7952,2022-08-17 06:52:28,8d546212-6b26-486f-a8f9-b95d3b7c9e33,566,32553e1d-7d71-486f-a76b-6383db611991,Open,10eae345-9b86-4079-9a31-e44a1b44e733,success,40,2023-07-21 13:40:48,2023-07-21 14:20:48,b84196c0-0cf9-45de-ac33-2d8d2b626556,2023-06-09 23:57:11
Digital,Stag,Project3,Repo5,Push,6b880053-37c5-4fc5-8f40-fcd93caf39d6,2022-11-24 03:56:13,63a0a825-80cc-46ec-bc50-880439c3afb6,162,f6a81ebe-a31c-4b06-be20-e87f3dfa294b,Closed,e79410bd-0038-4b69-adc9-1613df44000a,failure,25,2023-07-02 06:44:35,2023-07-02 07:09:35,4d1e6aae-b784-4558-9b5f-817516571144,2024-01-17 18:21:56
Tech,Dev,Project1,Repo4,Push,3f7efc11-5920-4340-9ee5-3fc205e28209,2022-11-04 21:40:47,2b1d4f78-8e64-4adf-ba08-90f8e4fdb172,933,0410f8cb-5827-493d-9b03-a23676f1b3a4,Merged,1dd0740c-e5f1-4528-9ef5-603e299bd7db,failure,12,2024-01-17 16:20:14,2024-01-17 16:32:14,f4287c46-e67a-40d9-bb7c-549eb7a5868b,2024-03-15 19:31:28
Digital,Prod,Project2,Repo4,Merge,51cbe902-f6c3-43cd-b939-278a3087685a,2023-05-11 22:43:24,9bf91a65-f657-4112-8e6d-2cab6b2bc9a7,915,e4c9ee7c-95e4-4488-bdac-d312feb6ae56,Closed,d38893f4-a9da-4a03-b770-abe620d202bd,failure,65,2024-01-12 21:00:53,2024-01-12 22:05:53,b44663ef-48ec-401f-8c12-9a8a9ada3f78,2023-06-10 08:31:57
Tech,Dev,Project3,Repo5,Push,78409011-f342-41af-b29c-dd6a5579a743,2024-03-19 17:21:55,bb9dc1c1-af7b-4254-b28b-db2471cd9052,62,d6290f79-1f8b-49ff-8976-759a1e3f007b,Closed,beb08a0c-1e27-417a-a217-d29a48503b19,failure,17,2024-04-21 19:07:22,2024-04-21 19:24:22,e5b4edcb-12df-488f-b895-937b0acc4653,2023-05-28 13:54:02
Tech,Dev,Project1,Repo4,Push,08609d92-82d1-4c08-9ca4-1465e7b3d3c4,2024-04-23 20:05:46,c12dab9b-8aa5-421b-a60e-e2560e9429ea,952,298a3573-0ed1-42b9-b5d1-010ccaff26b6,Closed,fdde849f-2b71-410a-885c-718a84a332da,success,9,2024-04-15 04:30:25,2024-04-15 04:39:25,45256677-6562-4533-b01a-2a7d02b190f4,2023-11-15 00:33:29
Digital,Stag,Project3,Repo4,Push,d21036df-ca8c-4e6a-a093-a19eec8c9093,2024-04-09 04:00:26,f66ac003-5f29-452c-9640-6d4bc18bb72e,751,47f336cd-0589-492c-a5c7-274b009084fb,Merged,48c78598-a7a8-4364-83e1-027493e56aa2,success,27,2023-06-15 01:11:09,2023-06-15 01:38:09,4b041703-26da-4532-a3d8-5ad06a7f6c6f,2024-01-17 10:46:21
Supply Chain,Stag,Project2,Repo1,Merge,107767c9-5266-4b74-8033-841a30a98ed3,2022-09-11 07:56:41,ec01f73d-4136-404c-a384-55e7eb4e88c8,473,09839153-a376-47bf-9b2a-cec66ca7c857,Closed,7f69dff9-9a89-4ced-ab05-d8b60d51eaae,failure,66,2024-05-26 12:39:14,2024-05-26 13:45:14,8219e1f0-1a00-4351-9460-166afcf658fe,2023-11-27 02:51:06
Digital,Stag,Project2,Repo1,Merge,f52a99c0-a359-4702-a386-88641b4a918c,2022-07-17 09:14:24,82cc37ab-b93b-4edd-9567-08a0703e472f,100,f3b87f3c-9388-48b2-8a74-6595bbd532c5,Closed,05c7f4ee-d2cd-48c7-8437-f62e868d6fd3,success,7,2023-12-23 14:41:16,2023-12-23 14:48:16,696d5bf8-4d81-4923-9f09-ab9153d3c4a7,2023-07-05 03:41:18
Tech,Dev,Project3,Repo3,Push,3be79a0b-d5ac-4734-bf05-7981619d0755,2023-06-26 03:28:30,8d546212-6b26-486f-a8f9-b95d3b7c9e33,59,f44a0d81-a941-463e-92d1-9b511304de14,Closed,08ded278-f266-48bc-87d4-ac75d5a1e8fd,failure,2,2023-12-20 11:56:09,2023-12-20 11:58:09,e4f23614-2494-4eef-90ae-8f6d7e7ca3e9,2024-05-05 05:07:30
Supply Chain,Dev,Project3,Repo1,Push,99ff1f9c-ee34-442b-acc0-1806dad4fbf0,2023-09-24 04:58:36,5b91f94d-7098-4c6c-b4c9-88a75d77b669,902,62c0595c-9ad4-43d5-bb85-767a6bbabdbd,Merged,3b909276-8de9-4c22-b3ec-64ad543b75dc,failure,98,2024-03-08 04:51:11,2024-03-08 06:29:11,7ce5b5c7-82d9-476c-85a4-ddcc3da95ab4,2024-02-28 08:59:22
Tech,Prod,Project2,Repo2,Merge,30ce07f1-9b9d-4bcf-8971-7087593564ab,2023-12-15 22:48:34,1628ec0e-c24d-457d-a8c9-fa54e93a7498,1,b59e479d-b7fb-42c0-80c8-992688bcd8ba,Closed,820fa5fc-5bc5-4a01-bb50-ea453a790692,failure,12,2024-01-12 01:50:13,2024-01-12 02:02:13,4d4dca72-b125-4255-87e0-94cbcdfea942,2023-09-18 12:10:43
Digital,Prod,Project2,Repo1,Push,c1455bbc-0d57-4e25-a529-0871a9320a87,2023-11-17 01:52:44,9bf91a65-f657-4112-8e6d-2cab6b2bc9a7,426,6d145884-dbd0-47fa-a3c2-a953c154b6f1,Open,36b77874-3d0d-4ec7-ade7-a3afb8009ad6,failure,57,2023-09-13 10:08:10,2023-09-13 11:05:10,c4b063e0-84b9-4f6f-8de7-62e837087f7f,2024-05-21 06:49:35
Supply Chain,Prod,Project3,Repo5,Merge,89201c68-0b57-46d3-8c80-d08fd1a70219,2023-06-08 11:53:24,ffdbdfbc-abcb-41a5-8497-7c8db8f866f5,268,ebf25dd3-4623-46ec-9ad9-6af5c0c7bcad,Merged,60d5ad1d-b181-418d-ad4b-fc3163eb4c9e,failure,58,2023-09-19 01:00:38,2023-09-19 01:58:38,7e05fda2-a8c9-435d-bcab-7d5e32e99105,2023-07-17 03:27:10
Tech,Stag,Project2,Repo3,Push,2c33e404-f58c-497c-b0ae-da1670b0c3f0,2024-01-08 13:19:14,45e6919a-2a37-4c16-a4ee-5284ca1da316,27,b802d7e1-1f57-41fe-9494-9965dfdbe102,Merged,5f434812-312a-43fd-be5f-d2bfa7571822,failure,68,2023-08-06 20:24:39,2023-08-06 21:32:39,cf90d85a-dbe7-4198-93ac-7452e7321dcd,2023-12-23 02:34:53
Supply Chain,Stag,Project1,Repo5,Push,036a131e-09fa-4307-bb57-a437dbb9e444,2022-06-04 23:34:53,5b91f94d-7098-4c6c-b4c9-88a75d77b669,852,986cb722-8861-4494-99ea-318339987efd,Closed,765345d5-3a5f-4055-b3fe-1ebbf0b8c592,success,70,2024-04-13 16:37:05,2024-04-13 17:47:05,ce87708d-3590-4d52-afb0-365696e009c3,2023-10-31 17:41:20
Tech,Prod,Project3,Repo1,Merge,3b015293-5b79-4c6d-ba57-ba12f7b3a7c6,2022-12-30 21:59:18,40f61e07-04ec-4937-becd-a3b447f03b05,612,4a43ad34-fe71-4bb4-ae95-923447df7ff0,Merged,1782bdc8-cdce-45ff-b4b6-58237888a900,failure,119,2023-07-26 21:24:34,2023-07-26 23:23:34,5b36c8a8-a9eb-4e62-bf36-8cb1d10baaf0,2023-12-26 18:34:55
Digital,Prod,Project2,Repo5,Push,b6b39981-47de-4ca3-b6c2-8eb44fddd7a8,2022-08-21 11:39:25,239b099e-dd2a-4fc2-acf6-0bd7af15c1aa,639,565a5479-0347-42cf-8216-83592fb98281,Closed,d9e7deb8-5ee6-461a-80b0-196975d2d75d,success,67,2024-01-09 03:53:48,2024-01-09 05:00:48,515c640b-f752-4e85-95db-46c3b732cfc1,2023-12-29 19:43:21
Supply Chain,Prod,Project1,Repo1,Push,29cb809c-960f-42b3-ac2f-4a4d03d5749a,2022-06-04 06:45:03,9bbcc91e-57b7-4c75-91bd-0d5c13173f3c,187,dfb3f6f0-cab2-4f0e-9556-2e610d98ee08,Merged,d3bc26df-8acf-46b8-a446-ea5aae758809,failure,18,2024-05-11 08:58:07,2024-05-11 09:16:07,6f085f86-0703-47df-a345-b418e0c6a355,2023-11-23 07:49:05
Supply Chain,Dev,Project1,Repo1,Push,74a794c0-021a-4a6f-bc84-8bdbf7f64775,2023-06-08 08:55:28,668b6438-9c4d-4125-9e51-8ee0a19ce63e,795,998b3f20-b8d5-4b63-92e9-c8bab02e55c0,Merged,a7f72031-d265-459a-96fa-e2f5586fd04d,success,91,2023-11-05 08:37:41,2023-11-05 10:08:41,9158f2ee-5803-454c-b9c7-9dc20affb2cd,2023-09-23 08:40:00
Tech,Dev,Project1,Repo2,Push,7e897d2a-a7b9-4b29-85e6-525dea37353d,2023-06-20 21:22:21,5b91f94d-7098-4c6c-b4c9-88a75d77b669,877,dc9a7a58-aae2-4ac6-b502-66ab38140d61,Merged,e078c251-0a3d-46ca-8c09-e3f9e1d542d2,failure,94,2023-07-11 16:45:58,2023-07-11 18:19:58,02706ba0-5521-489d-9b2f-15dc4e5b781b,2024-02-07 02:52:38
Tech,Stag,Project1,Repo3,Merge,81e3a3fe-51b1-4262-a0af-29a987624f46,2022-12-07 10:34:14,8d546212-6b26-486f-a8f9-b95d3b7c9e33,550,7bd35bac-e4ac-4c6b-85ac-37ae8562e573,Merged,1e11d244-11b6-4e3b-b020-2416087926e0,failure,35,2023-11-03 16:37:38,2023-11-03 17:12:38,eb22de1f-29e2-4b6a-addc-7fc0ed6225ab,2024-03-28 00:48:12
Tech,Dev,Project3,Repo2,Merge,178125d1-06b8-47c7-b08a-56229de9960e,2022-07-31 03:25:21,65aa3287-e14d-4638-adc5-e1d3723b8ddd,829,fe1be214-2b1e-4084-8b8f-e687041c5141,Merged,4a8e2ebc-88ff-4867-b388-0716e873ad91,failure,40,2024-05-25 19:59:36,2024-05-25 20:39:36,729c952a-6a34-4bc6-8677-17469684076a,2023-06-30 13:17:48
Digital,Stag,Project3,Repo3,Merge,1b1f225b-9a12-46d5-af49-e9587d6e6c4e,2024-03-09 16:07:11,d6cd4666-9bf1-4ab1-9c95-5b816ff668a5,701,78d291f2-d83e-45b7-9c7b-bd16fe93c8cd,Closed,25f68a02-c05a-4083-b039-65c0c20fc567,failure,91,2023-10-04 13:14:07,2023-10-04 14:45:07,1bb5277d-8115-4a0c-9f96-a67ce99488ea,2023-12-31 17:31:12
Tech,Dev,Project3,Repo3,Push,e0b61617-97e3-49e1-ab84-f3f5c6e828ee,2023-07-03 08:10:16,14038b25-ed35-4ace-8143-4ccc16ab049d,322,2c3e8289-3b77-4e0b-b993-44e220cd1b29,Merged,17b6144b-ee8a-4a68-8457-b19a2f90abf5,failure,62,2024-04-30 13:40:04,2024-04-30 14:42:04,d735bd8e-cbff-4fce-8b4b-486374e7029b,2023-12-27 04:41:55
Supply Chain,Prod,Project3,Repo5,Push,5ed2d0e4-98b8-4812-8980-6e9339e9e29c,2024-02-28 06:23:51,2f24edc4-0a38-45ff-9566-1178bea0fdab,674,9e30323e-2596-420c-8a6e-2f53f8ef5489,Closed,106b0ceb-aa62-4f95-98a0-6e5e22889fe3,success,42,2024-01-08 11:22:59,2024-01-08 12:04:59,a93eb12e-d473-4086-b537-32d6c971e4a8,2024-04-20 22:08:08
Tech,Prod,Project3,Repo1,Push,bd163c4c-b0a5-4360-8467-0b9cf4a62860,2023-08-17 02:38:25,9b106dda-d156-44a6-b234-3d1d52013255,402,7ae2d54b-9a0c-4792-a8ca-c4f6f4c54bea,Closed,058afccb-5fc1-4973-baf1-ae34e6e705bc,success,96,2023-07-16 06:59:42,2023-07-16 08:35:42,bc9cca56-44ab-42de-8870-112d6fd04414,2023-08-18 04:51:48
Supply Chain,Prod,Project1,Repo2,Merge,5b14f015-be6d-4fff-8171-46c25754e719,2024-03-01 11:37:52,16e9415b-b4ee-4a81-92a8-93d2cf6b05ae,682,92b3accc-460c-4f0c-8aa7-d3b40fddfe31,Closed,ae4f5b3d-c008-493b-addf-84d03c64459b,failure,52,2023-08-27 14:38:50,2023-08-27 15:30:50,77f76fa2-455c-4d16-a9ea-6a8c3c006340,2023-12-23 05:56:39
Tech,Stag,Project2,Repo3,Merge,d828af00-5c0a-48a4-83ed-f2a0932b1550,2024-03-11 23:51:48,ff0a0820-195f-42a6-9401-56ee9b7d780b,839,54fa4dc4-d199-463f-a240-e33d51e19777,Open,feab6847-763f-4314-acef-26b7a51ea013,failure,5,2024-04-18 09:11:30,2024-04-18 09:16:30,3249c114-a6e1-4d68-8ece-c7245dae2fbf,2024-03-15 16:48:56
Tech,Dev,Project1,Repo4,Push,e7b3a70f-9ee2-4781-8e9f-7ed1ecf3c4f0,2023-10-04 03:19:34,4646530c-aafd-44d3-9900-2329ecd8e43f,905,45a36e96-9002-4970-b4a8-f80a6383d085,Merged,c3052b1c-355a-4f0e-a682-430f89796d80,failure,49,2024-03-17 05:47:51,2024-03-17 06:36:51,84ec6487-986d-47ca-9aad-da1edda4ed27,2024-02-18 08:55:57
Tech,Prod,Project2,Repo3,Merge,a596c695-e2dc-420d-a818-350493351505,2023-11-06 21:06:54,b15e1eba-9638-4f84-9f7f-e499bae7f43a,924,3413bbea-4ae0-40db-981d-a27908e9e8e8,Closed,be678239-6bc2-4a87-aa0e-d64653be4aac,success,45,2023-05-31 18:49:30,2023-05-31 19:34:30,550e7564-b22c-48a6-a1f9-e129ee1fb9fb,2024-04-11 13:07:50
Supply Chain,Prod,Project2,Repo5,Merge,01e9a262-6e69-425d-bfbd-984c97e0db7a,2023-11-27 22:46:03,1aca81dd-892e-4cad-a347-b53d2ca32a19,310,de0f6def-671c-467e-9772-9136084907fd,Closed,a67121e2-3af7-4c2d-93f3-72b0ae849ca9,success,113,2023-07-12 07:47:19,2023-07-12 09:40:19,e34ffe00-cb6e-4545-9d4d-e30c5f48f0d2,2023-11-13 02:28:12
Tech,Dev,Project1,Repo5,Merge,d054c67a-fd08-46e3-a931-eaf49d982c47,2023-02-28 00:36:13,aefdf916-0934-4cfd-bc22-da0f73b2ea3f,551,56e3a515-637f-4b89-bbc7-12601d79904e,Closed,7ff89df8-07ca-4e3b-9cba-af736fcb29d5,success,20,2023-08-02 00:53:49,2023-08-02 01:13:49,9ad499d5-856e-4351-ae55-3612e439b9b6,2023-06-20 08:05:31
Digital,Dev,Project3,Repo2,Merge,ec8a1d0c-7e25-49a5-af53-e5ab37b5b52b,2024-05-06 02:23:01,d0f3c700-e69b-4aad-b6ae-27d76b6b7ede,479,d2258b07-3d6a-4902-b369-5a942e3c1335,Merged,c352f2eb-fb49-4517-91c0-2768d38931dd,success,14,2023-12-04 19:11:37,2023-12-04 19:25:37,6189d817-4962-47dc-98ff-55a02726cb40,2023-11-09 11:17:18
Supply Chain,Dev,Project3,Repo5,Push,e5734569-48e8-41b2-b7e1-a1f5a3d3167e,2023-08-11 15:57:57,2b1d4f78-8e64-4adf-ba08-90f8e4fdb172,488,92283652-3464-43da-9706-d4e3a5dc68f6,Open,4f169522-1669-4c62-a18a-098acc2aa903,success,112,2024-01-24 17:08:11,2024-01-24 19:00:11,fe20a832-fb24-45c0-808f-d4dc3832152f,2023-06-16 20:50:14
Tech,Dev,Project1,Repo4,Merge,8f543796-b18a-46b6-90d7-f2b3b5850785,2022-07-15 07:04:27,4dd7bf69-a32c-45c4-9ad5-b43a3b7a1ece,906,b8562bdb-13f9-4311-9b11-bd044b18383b,Open,e5a51cf3-2dda-4359-b05e-fa68f5342525,success,11,2023-07-24 10:44:48,2023-07-24 10:55:48,da58ffc3-8cd4-4592-a6ba-36052d8ed14e,2023-07-02 04:57:37
Tech,Stag,Project1,Repo1,Push,209d7e47-18f5-42d3-8728-78d7ce06b5fb,2022-07-30 23:01:41,9e346a23-98e8-4293-99e3-b65739889904,66,7a685bd0-5cec-43fa-a476-31e5b83a7283,Closed,3b358c53-1629-40c3-bd1f-9b4fbd046078,failure,13,2024-03-21 09:45:33,2024-03-21 09:58:33,d30c0b81-7aec-40ce-bea8-0b3dfaca884d,2023-10-24 04:25:07
Tech,Prod,Project2,Repo1,Push,3c209203-f836-4992-ba1c-b034496d2a58,2022-09-04 11:09:16,a5ef7027-4a08-41a8-9638-3e4e224813df,731,e6791cc3-378a-4e36-b9d8-ff6f95b9e73f,Merged,e5df9694-9bf5-4d65-897e-36df15a4cb85,failure,112,2023-10-14 01:42:51,2023-10-14 03:34:51,cb608c21-caee-47cd-9a28-43b6a2cb3f74,2024-01-05 10:53:11
Supply Chain,Stag,Project1,Repo2,Push,648d6ada-df92-452a-b69f-e2de3f347e80,2022-12-06 21:57:26,16e7dfdb-53ef-4605-8e03-8c60b4822f51,694,620be73b-d3ac-45ac-9678-68a30f282db3,Closed,d6b88824-b795-4c10-8e87-58e8263e4f18,failure,59,2023-07-14 02:32:53,2023-07-14 03:31:53,8b80fc09-605f-4e0b-a83c-e1a680282ae3,2023-11-24 19:30:14
Digital,Prod,Project2,Repo5,Push,504ab513-17d5-4363-824e-26531a1c9fc1,2023-05-14 08:50:30,34c76aeb-dead-4754-9a0f-702491cd8a92,474,d8259680-1599-40dc-a69f-a050b0dbabf6,Merged,0ce2fc9a-8a1b-43f4-8e32-f2b64bb21a63,failure,53,2024-04-03 07:29:46,2024-04-03 08:22:46,ebce5d68-6f57-4f3c-ada8-e8a02ebaa664,2023-11-04 23:31:59
Digital,Dev,Project1,Repo1,Push,40ee0fd3-6058-40ae-907b-468c1f4f8598,2024-03-26 15:59:08,2b1d4f78-8e64-4adf-ba08-90f8e4fdb172,720,c622ce74-fc19-4f8c-a485-ed1059941519,Merged,fee27406-89ef-403f-ab46-f0eb979e8550,failure,102,2023-11-14 06:17:31,2023-11-14 07:59:31,481dd703-2a55-48b0-8cab-def8c6193e77,2023-10-06 01:02:09
Digital,Stag,Project1,Repo1,Merge,d6c22eef-26d7-414e-bd25-6101e5b8e438,2023-06-11 08:44:18,11c4fc6f-e0a6-4ba0-ac06-6d5a608413bc,174,ace3c907-6151-4d43-b507-ecd8b4098264,Closed,042ad4a9-efd8-4dbb-b30f-deb15ddb4081,success,75,2023-06-07 23:29:58,2023-06-08 00:44:58,753840a9-c2c0-4caa-baf7-dc4c70b2d6c9,2024-04-22 00:20:55
Tech,Stag,Project3,Repo1,Push,2243c910-5af9-42c7-978c-e19aa646ef53,2023-04-24 09:56:39,34c76aeb-dead-4754-9a0f-702491cd8a92,15,0913e22b-8630-4e08-a5b9-a8b6109be9bf,Closed,27263c8e-be09-4a62-8821-4e0aeef588ec,success,50,2024-01-23 11:44:57,2024-01-23 12:34:57,002b8267-8e5f-45e3-829e-9dd81e2f2c77,2023-10-18 23:30:12
Digital,Prod,Project1,Repo1,Merge,feb3f9ef-3a40-4523-be07-07e6b1fcd22a,2022-08-02 12:34:40,e6d2e618-6d3b-4e7c-80a7-746a31b0ae41,580,d0845c44-4051-4023-ac3a-8e911fe4f9da,Closed,3348e26a-5122-4f1c-8181-ddbb56495e68,failure,101,2023-07-07 15:54:04,2023-07-07 17:35:04,7b4b4564-4c14-4d32-9802-642476127319,2023-09-02 22:25:16
